User ID,Age,Gender,Location,Order Count,Total Spent,First Order Date,Last Order Date,Product Category
212,28.771548741760306,M,Los Angeles,1,36.78910894836597,1970-01-01 00:00:01.650493561,1970-10-16 00:00:01.650493561,Apparel
213,30.292607509065203,F,Houston,1,27.3039937038714,1970-01-01 00:00:01.681452953,1970-11-11 00:00:01.681452953,Apparel
214,30.442228754991945,M,Houston,2,35.74414460881078,1970-01-01 00:00:01.646709265,1970-03-13 00:00:01.646709265,Homeware
215,32.79405771095851,M,New York,2,28.31912145188034,1970-01-01 00:00:01.661984381,1970-02-08 00:00:01.661984381,Homeware
216,26.193451389506134,F,Chicago,0,101.1524728488714,1970-01-01 00:00:01.650221424,1970-12-11 00:00:01.650221424,Apparel
217,35.83667100754208,M,Los Angeles,3,100.93731703041423,1970-01-01 00:00:01.664683864,1970-04-03 00:00:01.664683864,Accessories
218,30.071688516145223,F,Chicago,1,79.66401560114181,1970-01-01 00:00:01.692340630,1970-08-16 00:00:01.692340630,Apparel
219,31.861896206970158,F,Phoenix,1,95.50588335418848,1970-01-01 00:00:01.681348128,1970-10-24 00:00:01.681348128,Apparel
220,35.20409439208195,M,Chicago,1,42.496328069783786,1970-01-01 00:00:01.692365285,1970-03-16 00:00:01.692365285,Apparel
221,30.242898674967396,F,Houston,1,59.47196872261367,1970-01-01 00:00:01.658813895,1970-03-06 00:00:01.658813895,Apparel
222,22.149578871390233,F,Phoenix,0,190.93435275093285,1970-01-01 00:00:01.648495897,1970-07-17 00:00:01.648495897,Accessories
223,26.670982687720656,F,Houston,0,90.7570489370632,1970-01-01 00:00:01.663210538,1970-03-18 00:00:01.663210538,Accessories
224,29.69243949789148,F,Chicago,0,70.42465802112068,1970-01-01 00:00:01.661979747,1970-02-20 00:00:01.661979747,Apparel
225,23.497582616986918,F,Chicago,1,44.20298584862288,1970-01-01 00:00:01.675740757,1970-07-21 00:00:01.675740757,Accessories
226,25.785251905066467,F,Phoenix,4,42.79000048880262,1970-01-01 00:00:01.668992353,1970-10-11 00:00:01.668992353,Apparel
227,32.54196624399976,F,Houston,4,86.85995135035307,1970-01-01 00:00:01.658695740,1970-08-03 00:00:01.658695740,Accessories
228,32.04919636427937,F,Los Angeles,1,78.6367227054957,1970-01-01 00:00:01.707319331,1970-05-25 00:00:01.707319331,Accessories
229,35.39743719650407,M,Chicago,2,80.25748982909501,1970-01-01 00:00:01.663812692,1970-12-11 00:00:01.663812692,Apparel
230,33.23251708242109,F,Los Angeles,3,87.63917269389094,1970-01-01 00:00:01.683138446,1970-02-27 00:00:01.683138446,Accessories
231,28.653258400313682,F,Phoenix,2,84.65335061440875,1970-01-01 00:00:01.651720269,1970-10-16 00:00:01.651720269,Apparel
232,36.59012132683033,F,New York,1,61.637737634912924,1970-01-01 00:00:01.704248124,1970-12-09 00:00:01.704248124,Accessories
233,36.23878365651123,M,Houston,4,56.31606355184957,1970-01-01 00:00:01.700321639,1970-03-27 00:00:01.700321639,Apparel
234,35.76669790890513,F,Los Angeles,1,88.00106336260426,1970-01-01 00:00:01.662503258,1970-07-31 00:00:01.662503258,Apparel
235,24.308550834871408,M,Los Angeles,4,52.961192465200384,1970-01-01 00:00:01.704020248,1970-02-14 00:00:01.704020248,Apparel
236,31.343022682432107,F,Chicago,4,29.38019945956305,1970-01-01 00:00:01.685030485,1970-03-29 00:00:01.685030485,Homeware
237,30.69509980182872,F,Phoenix,1,63.06047085205604,1970-01-01 00:00:01.693581799,1970-11-19 00:00:01.693581799,Apparel
238,32.73327774858738,F,Los Angeles,2,50.89534040829304,1970-01-01 00:00:01.653833548,1970-03-10 00:00:01.653833548,Homeware
239,32.492542294476394,F,New York,3,21.675946561383537,1970-01-01 00:00:01.664829084,1970-03-26 00:00:01.664829084,Homeware
240,30.014559315299305,F,Chicago,5,34.96866784165181,1970-01-01 00:00:01.667835498,1970-03-08 00:00:01.667835498,Accessories
241,27.580626211443217,M,Chicago,6,165.56046672119223,1970-01-01 00:00:01.664428452,1970-04-09 00:00:01.664428452,Apparel
242,32.46410984280276,M,Phoenix,1,121.16385847464164,1970-01-01 00:00:01.667749737,1970-05-17 00:00:01.667749737,Apparel
243,30.015494691937608,F,Los Angeles,1,91.8774139926849,1970-01-01 00:00:01.705715934,1970-09-19 00:00:01.705715934,Accessories
244,29.44125575490558,M,Los Angeles,2,81.10092364002676,1970-01-01 00:00:01.694558801,1970-01-28 00:00:01.694558801,Accessories
245,27.826622244428382,F,Houston,1,44.50161731316283,1970-01-01 00:00:01.666669118,1970-10-29 00:00:01.666669118,Apparel
246,31.18325055805265,F,New York,2,24.96880036603221,1970-01-01 00:00:01.661373247,1970-03-27 00:00:01.661373247,Apparel
247,29.480722058672143,F,New York,1,44.62442670905026,1970-01-01 00:00:01.669171546,1970-11-24 00:00:01.669171546,Apparel
248,30.2951333921897,M,New York,1,116.27061865639627,1970-01-01 00:00:01.645307403,1970-06-12 00:00:01.645307403,Apparel
249,21.780196264861544,F,New York,2,39.52839535386435,1970-01-01 00:00:01.656095697,1970-05-18 00:00:01.656095697,Apparel
250,21.795216850112688,M,Los Angeles,2,23.15100043213576,1970-01-01 00:00:01.665546250,1970-08-23 00:00:01.665546250,Apparel
251,33.303339990345634,F,Houston,1,33.065142273984875,1970-01-01 00:00:01.687576744,1970-04-08 00:00:01.687576744,Apparel
252,41.689078072440374,M,Houston,2,42.20412154319106,1970-01-01 00:00:01.691973523,1970-03-24 00:00:01.691973523,Apparel
253,39.82006422001161,F,New York,1,71.41283878393719,1970-01-01 00:00:01.701782269,1970-10-24 00:00:01.701782269,Accessories
254,34.208944932575484,M,Houston,2,51.77187727561157,1970-01-01 00:00:01.644849378,1970-02-07 00:00:01.644849378,Apparel
255,23.642463776058143,M,New York,1,61.98770464597608,1970-01-01 00:00:01.688897382,1970-10-23 00:00:01.688897382,Apparel
256,29.13435045965328,F,Houston,2,84.27932270306255,1970-01-01 00:00:01.702825207,1970-05-15 00:00:01.702825207,Apparel
257,29.050504925203807,F,New York,3,44.88213988380333,1970-01-01 00:00:01.685107419,1970-10-13 00:00:01.685107419,Apparel
258,28.827389404370606,F,Chicago,0,28.605565889230892,1970-01-01 00:00:01.665730718,1970-03-31 00:00:01.665730718,Apparel
259,23.947395202914826,F,Los Angeles,2,103.08830156415664,1970-01-01 00:00:01.649130028,1970-01-18 00:00:01.649130028,Homeware
260,29.510339087496856,M,Los Angeles,3,45.241690374064575,1970-01-01 00:00:01.646470480,1970-04-15 00:00:01.646470480,Apparel
261,40.166712617721785,F,Chicago,2,65.5007351552242,1970-01-01 00:00:01.657988533,1970-08-16 00:00:01.657988533,Apparel
262,22.47054250479282,F,Los Angeles,2,44.909758298285794,1970-01-01 00:00:01.701473067,1970-11-12 00:00:01.701473067,Accessories
263,41.768336276305774,M,New York,2,64.112728030541,1970-01-01 00:00:01.668165354,1970-03-08 00:00:01.668165354,Homeware
264,28.856024313673778,M,Los Angeles,2,72.72541909816108,1970-01-01 00:00:01.686876455,1970-05-15 00:00:01.686876455,Accessories
265,29.972351901865512,M,Los Angeles,3,39.98914139045627,1970-01-01 00:00:01.675384079,1970-05-15 00:00:01.675384079,Accessories
266,28.260966164984012,M,Phoenix,2,134.6069913821073,1970-01-01 00:00:01.657487804,1970-12-09 00:00:01.657487804,Accessories
267,28.291391618397803,M,Chicago,5,56.10321448275334,1970-01-01 00:00:01.672997928,1970-02-19 00:00:01.672997928,Apparel
268,37.52594131783254,M,Houston,1,63.77082876026598,1970-01-01 00:00:01.695628315,1970-06-04 00:00:01.695628315,Apparel
269,29.832605863137747,M,Los Angeles,1,100.90217668431474,1970-01-01 00:00:01.667686834,1970-05-14 00:00:01.667686834,Homeware
270,31.631657218184646,F,Chicago,0,61.21401738662335,1970-01-01 00:00:01.680444866,1970-04-06 00:00:01.680444866,Apparel
271,27.442167491643286,M,New York,1,45.178840323778786,1970-01-01 00:00:01.686830730,1970-10-19 00:00:01.686830730,Apparel
272,21.849365847436133,F,Los Angeles,2,116.38690129150359,1970-01-01 00:00:01.654718883,1970-05-13 00:00:01.654718883,Apparel
273,30.058032912947358,M,Phoenix,0,23.485352495250233,1970-01-01 00:00:01.674363127,1970-11-19 00:00:01.674363127,Apparel
274,34.6160342559308,F,New York,2,22.121419912763262,1970-01-01 00:00:01.685800754,1970-11-10 00:00:01.685800754,Accessories
275,25.057857561400567,F,New York,1,62.70270826942295,1970-01-01 00:00:01.687800744,1970-12-19 00:00:01.687800744,Apparel
276,29.516297889521578,M,Phoenix,3,91.84860504886038,1970-01-01 00:00:01.707147788,1970-02-03 00:00:01.707147788,Homeware
277,31.38627402678994,M,Houston,0,29.416029539580386,1970-01-01 00:00:01.680606875,1970-03-11 00:00:01.680606875,Apparel
278,29.96781087398749,F,Los Angeles,1,72.5099812726805,1970-01-01 00:00:01.663960696,1970-01-06 00:00:01.663960696,Apparel
279,29.97931036025208,F,Chicago,3,107.66028950043503,1970-01-01 00:00:01.672876246,1970-11-13 00:00:01.672876246,Accessories
280,31.14563332338542,M,Houston,3,57.61023009096893,1970-01-01 00:00:01.684841722,1970-10-09 00:00:01.684841722,Apparel
281,35.83307953173115,F,Chicago,5,20.006100843862715,1970-01-01 00:00:01.678162657,1970-07-29 00:00:01.678162657,Apparel
282,31.547921588269617,M,New York,1,76.4358102315737,1970-01-01 00:00:01.695822979,1970-04-28 00:00:01.695822979,Homeware
283,33.984773313406755,F,Chicago,0,50.088597536177446,1970-01-01 00:00:01.663794943,1970-07-22 00:00:01.663794943,Homeware
284,30.77031956660351,M,New York,0,129.89601390762627,1970-01-01 00:00:01.675791624,1970-06-20 00:00:01.675791624,Apparel
285,31.623841244235603,M,Phoenix,5,23.921742684329473,1970-01-01 00:00:01.673398396,1970-12-16 00:00:01.673398396,Homeware
286,26.645858543212867,F,New York,2,64.4749655568047,1970-01-01 00:00:01.649514394,1970-08-26 00:00:01.649514394,Apparel
287,34.74837772366332,F,Chicago,3,37.415163406066384,1970-01-01 00:00:01.647235986,1970-10-03 00:00:01.647235986,Homeware
288,33.639375083303904,F,Phoenix,2,36.30200961779949,1970-01-01 00:00:01.695301788,1970-03-15 00:00:01.695301788,Apparel
289,26.653232341306865,F,New York,0,66.32711983756968,1970-01-01 00:00:01.689692993,1970-05-01 00:00:01.689692993,Accessories
290,28.365029480042427,M,New York,1,34.91403522782003,1970-01-01 00:00:01.645605649,1970-10-04 00:00:01.645605649,Accessories
291,35.074978623171596,M,Phoenix,2,99.49354173892362,1970-01-01 00:00:01.669112868,1970-01-17 00:00:01.669112868,Homeware
292,22.574386866859683,M,Phoenix,3,85.52009062736398,1970-01-01 00:00:01.674674230,1970-02-28 00:00:01.674674230,Homeware
293,34.67587592243332,F,Chicago,3,85.1197486658364,1970-01-01 00:00:01.651884287,1970-01-03 00:00:01.651884287,Accessories
294,30.101487714804097,F,New York,1,77.27755696308526,1970-01-01 00:00:01.702414939,1970-10-05 00:00:01.702414939,Apparel
295,24.408464142043393,F,New York,3,27.12348041241979,1970-01-01 00:00:01.689817488,1970-01-19 00:00:01.689817488,Apparel
296,18.574130763555754,M,Los Angeles,2,19.30431697748957,1970-01-01 00:00:01.694236144,1970-04-11 00:00:01.694236144,Apparel
297,38.76329311871248,M,Phoenix,1,86.45661548069293,1970-01-01 00:00:01.696981523,1970-06-22 00:00:01.696981523,Accessories
298,41.18499180348859,M,Phoenix,3,32.88146332611355,1970-01-01 00:00:01.685645996,1970-02-17 00:00:01.685645996,Apparel
299,34.57376801390164,F,Chicago,2,36.250847207671185,1970-01-01 00:00:01.677271647,1970-05-10 00:00:01.677271647,Accessories
300,33.407123798322544,F,Houston,2,65.07937792051148,1970-01-01 00:00:01.697295776,1970-07-01 00:00:01.697295776,Accessories
301,23.77748469223694,F,Chicago,1,19.35550892149304,1970-01-01 00:00:01.702895280,1970-06-01 00:00:01.702895280,Apparel
302,33.172306081438585,M,Los Angeles,1,38.22226381464622,1970-01-01 00:00:01.707355827,1970-01-06 00:00:01.707355827,Accessories
303,47.49702143008373,F,Chicago,3,77.54347096967169,1970-01-01 00:00:01.701451510,1970-01-16 00:00:01.701451510,Apparel
304,26.486661070081546,M,Phoenix,5,65.54481161563126,1970-01-01 00:00:01.665133694,1970-02-16 00:00:01.665133694,Apparel
305,22.1401904206986,F,Houston,1,77.13180202368406,1970-01-01 00:00:01.666814691,1970-02-21 00:00:01.666814691,Apparel
306,26.753691688209848,F,New York,1,30.899816652718243,1970-01-01 00:00:01.670845157,1970-04-04 00:00:01.670845157,Accessories
307,28.45407882747892,M,Los Angeles,1,57.66860152429982,1970-01-01 00:00:01.659772323,1970-10-21 00:00:01.659772323,Homeware
308,33.865740013407546,M,Chicago,1,40.842667959584304,1970-01-01 00:00:01.665065656,1970-01-08 00:00:01.665065656,Apparel
309,30.54257901816135,F,Los Angeles,1,27.53811990298117,1970-01-01 00:00:01.671231821,1970-02-09 00:00:01.671231821,Apparel
310,31.111762682907077,F,Houston,3,73.18861523286522,1970-01-01 00:00:01.695880395,1970-11-06 00:00:01.695880395,Apparel
311,24.485672514291863,F,Chicago,0,73.19763534220561,1970-01-01 00:00:01.681042397,1970-11-24 00:00:01.681042397,Apparel
312,25.69465541430956,F,Phoenix,2,34.56997360418036,1970-01-01 00:00:01.671318901,1970-12-13 00:00:01.671318901,Apparel
313,29.926149166675877,F,Phoenix,2,37.77581571134738,1970-01-01 00:00:01.703980484,1970-08-16 00:00:01.703980484,Homeware
314,36.531466734640865,F,Houston,0,48.85360634941207,1970-01-01 00:00:01.670444801,1970-03-15 00:00:01.670444801,Homeware
315,28.301254873350484,M,Phoenix,0,49.87175403818483,1970-01-01 00:00:01.673820433,1970-08-02 00:00:01.673820433,Apparel
316,28.10974648106951,M,Los Angeles,2,144.22994259881472,1970-01-01 00:00:01.700252200,1970-05-20 00:00:01.700252200,Homeware
317,36.18790326598377,F,Houston,4,55.162671804172724,1970-01-01 00:00:01.694213848,1970-07-24 00:00:01.694213848,Apparel
318,25.25854720696545,F,Chicago,2,109.19858459124826,1970-01-01 00:00:01.654228268,1970-04-26 00:00:01.654228268,Apparel
319,38.573462875636544,M,Phoenix,4,58.4702538738001,1970-01-01 00:00:01.655088825,1970-01-30 00:00:01.655088825,Apparel
320,31.237873533068427,M,New York,0,70.7584123994216,1970-01-01 00:00:01.703103815,1970-06-21 00:00:01.703103815,Apparel
321,24.26631814272117,M,Los Angeles,3,40.48400579138128,1970-01-01 00:00:01.679548431,1970-06-01 00:00:01.679548431,Apparel
322,38.474602740196936,F,Houston,1,59.59843563744193,1970-01-01 00:00:01.669173745,1970-04-17 00:00:01.669173745,Apparel
323,37.33387337224581,F,Houston,1,25.874792615524473,1970-01-01 00:00:01.702903418,1970-07-23 00:00:01.702903418,Apparel
324,31.607923035119832,M,New York,1,35.7172545846854,1970-01-01 00:00:01.698798065,1970-07-16 00:00:01.698798065,Apparel
325,28.17195428949131,M,Chicago,1,71.39875195583002,1970-01-01 00:00:01.652095893,1970-04-06 00:00:01.652095893,Apparel
326,37.38972033938474,F,Houston,3,43.054706859363826,1970-01-01 00:00:01.689210166,1970-04-09 00:00:01.689210166,Apparel
327,34.05924369281082,F,Houston,3,34.86604592473901,1970-01-01 00:00:01.680854083,1970-01-21 00:00:01.680854083,Accessories
328,33.46333669385009,F,New York,2,121.62147129226055,1970-01-01 00:00:01.700203008,1970-10-09 00:00:01.700203008,Apparel
329,33.07363377815868,M,Chicago,0,34.42904405123579,1970-01-01 00:00:01.703667111,1970-12-23 00:00:01.703667111,Homeware
330,34.82521529493464,F,Chicago,1,53.31030618965031,1970-01-01 00:00:01.667955692,1970-06-20 00:00:01.667955692,Accessories
331,31.248387420812097,F,Chicago,2,50.027319061340584,1970-01-01 00:00:01.680204227,1970-06-06 00:00:01.680204227,Homeware
332,32.17419164830117,M,Phoenix,5,32.22037813358166,1970-01-01 00:00:01.666722380,1970-04-14 00:00:01.666722380,Apparel
333,33.61839808811905,M,Chicago,3,44.30528086865001,1970-01-01 00:00:01.696838566,1970-07-30 00:00:01.696838566,Accessories
334,25.452031124179648,M,Chicago,1,105.50793711528259,1970-01-01 00:00:01.645816340,1970-08-10 00:00:01.645816340,Apparel
335,23.674067813083973,M,Houston,1,39.034896999226895,1970-01-01 00:00:01.647931819,1970-05-29 00:00:01.647931819,Homeware
336,31.909442654532928,M,Chicago,0,50.984170867056,1970-01-01 00:00:01.671368805,1970-08-30 00:00:01.671368805,Apparel
337,26.551870951492518,M,Houston,2,87.2034386908514,1970-01-01 00:00:01.706788433,1970-12-14 00:00:01.706788433,Homeware
338,34.83571522346974,M,New York,0,73.37301240435069,1970-01-01 00:00:01.657442435,1970-07-23 00:00:01.657442435,Accessories
339,33.53441461362839,M,Los Angeles,1,28.108591046915006,1970-01-01 00:00:01.689228506,1970-06-26 00:00:01.689228506,Accessories
340,23.07487022191696,F,Los Angeles,1,38.373032071376734,1970-01-01 00:00:01.667426550,1970-12-16 00:00:01.667426550,Apparel
341,36.695408627368366,F,Phoenix,2,90.30826362469932,1970-01-01 00:00:01.645604894,1970-03-07 00:00:01.645604894,Apparel
342,22.68061360955929,F,Houston,3,42.95459606725587,1970-01-01 00:00:01.674361105,1970-02-17 00:00:01.674361105,Homeware
343,20.382026635371986,M,Chicago,2,94.77379811891099,1970-01-01 00:00:01.650170114,1970-10-20 00:00:01.650170114,Apparel
344,30.877492314621946,F,Phoenix,6,39.61250911282781,1970-01-01 00:00:01.690200021,1970-01-24 00:00:01.690200021,Homeware
345,22.967658470871193,M,Los Angeles,1,71.80195988958556,1970-01-01 00:00:01.687041709,1970-02-03 00:00:01.687041709,Apparel
346,27.113891328611693,F,Phoenix,2,40.40866987334184,1970-01-01 00:00:01.681114578,1970-01-23 00:00:01.681114578,Apparel
347,30.356087807572695,F,Chicago,2,38.97673214660223,1970-01-01 00:00:01.661694276,1970-06-04 00:00:01.661694276,Homeware
348,37.58202126580265,M,Los Angeles,2,41.47492468280342,1970-01-01 00:00:01.680693771,1970-04-04 00:00:01.680693771,Apparel
349,36.18377841810258,M,Houston,1,34.72869940827766,1970-01-01 00:00:01.701455546,1970-02-07 00:00:01.701455546,Apparel
350,21.498976717908782,M,Chicago,4,65.29442584438647,1970-01-01 00:00:01.698054518,1970-04-09 00:00:01.698054518,Apparel
351,32.65003640415755,M,Chicago,1,32.71613706629266,1970-01-01 00:00:01.692126346,1970-05-17 00:00:01.692126346,Apparel
352,37.51873567433576,M,Chicago,0,49.73272187788997,1970-01-01 00:00:01.659435311,1970-01-22 00:00:01.659435311,Apparel
353,24.042909160578645,M,New York,2,71.8799359851632,1970-01-01 00:00:01.660512084,1970-09-05 00:00:01.660512084,Apparel
354,28.746425763171576,F,Los Angeles,0,44.0082829191975,1970-01-01 00:00:01.665331288,1970-10-16 00:00:01.665331288,Accessories
355,16.023369272107704,M,Houston,1,32.25491626141378,1970-01-01 00:00:01.656447842,1970-08-15 00:00:01.656447842,Accessories
356,25.965503613458136,M,Houston,0,95.24123219204117,1970-01-01 00:00:01.658934854,1970-08-14 00:00:01.658934854,Homeware
357,28.21751735599858,M,Chicago,2,19.58705387108842,1970-01-01 00:00:01.696093274,1970-10-02 00:00:01.696093274,Homeware
358,35.66981766644168,F,New York,2,68.59335532294071,1970-01-01 00:00:01.692033025,1970-06-05 00:00:01.692033025,Apparel
359,24.9448495611286,M,Houston,2,85.27025738675538,1970-01-01 00:00:01.671166464,1970-06-24 00:00:01.671166464,Apparel
360,23.362795468198822,F,Chicago,2,32.280100630583625,1970-01-01 00:00:01.648029633,1970-10-02 00:00:01.648029633,Apparel
361,28.72509786477342,M,Houston,5,51.75534731393722,1970-01-01 00:00:01.685120139,1970-08-02 00:00:01.685120139,Apparel
362,32.923862324928244,M,Chicago,4,167.8734019661568,1970-01-01 00:00:01.649466331,1970-08-30 00:00:01.649466331,Homeware
363,23.876483900579792,F,Houston,3,64.77129775703072,1970-01-01 00:00:01.686952413,1970-04-02 00:00:01.686952413,Apparel
364,27.353762497080453,M,New York,2,36.21980231901542,1970-01-01 00:00:01.656229356,1970-07-18 00:00:01.656229356,Apparel
365,30.414075157956656,F,Los Angeles,3,70.98912128720501,1970-01-01 00:00:01.676666895,1970-02-18 00:00:01.676666895,Apparel
366,32.91793288353218,F,Los Angeles,1,41.86922329143884,1970-01-01 00:00:01.672145769,1970-01-23 00:00:01.672145769,Apparel
367,38.098364528986025,F,Phoenix,5,53.29762867495118,1970-01-01 00:00:01.673319931,1970-12-09 00:00:01.673319931,Apparel
368,33.0537899636876,F,New York,0,57.544767832939925,1970-01-01 00:00:01.645072638,1970-07-07 00:00:01.645072638,Accessories
369,26.3051318918461,M,Los Angeles,2,117.68584764093183,1970-01-01 00:00:01.696879846,1970-01-09 00:00:01.696879846,Accessories
370,26.37315980889395,M,Phoenix,3,17.12293636586424,1970-01-01 00:00:01.660470593,1970-01-02 00:00:01.660470593,Apparel
371,45.311777687186265,F,New York,2,51.916784935697834,1970-01-01 00:00:01.694244056,1970-07-12 00:00:01.694244056,Apparel
372,16.210162723620435,F,Phoenix,3,23.228234316802972,1970-01-01 00:00:01.669951004,1970-08-06 00:00:01.669951004,Homeware
373,28.749574897957178,F,Houston,4,93.70592303382243,1970-01-01 00:00:01.707490523,1970-03-08 00:00:01.707490523,Accessories
374,27.605151111065386,F,Houston,0,212.50304758786243,1970-01-01 00:00:01.685947655,1970-12-15 00:00:01.685947655,Apparel
375,37.20129701577711,F,Chicago,3,51.631848352428044,1970-01-01 00:00:01.684261384,1970-05-07 00:00:01.684261384,Apparel
376,34.996359853763124,M,Phoenix,3,48.67032324750599,1970-01-01 00:00:01.666222645,1970-06-06 00:00:01.666222645,Apparel
377,31.251656141829688,F,Houston,2,71.42855349340671,1970-01-01 00:00:01.705626028,1970-09-20 00:00:01.705626028,Apparel
378,23.069080407647984,F,Phoenix,2,31.362876434148507,1970-01-01 00:00:01.692311910,1970-09-24 00:00:01.692311910,Apparel
379,20.192562035768507,F,Houston,4,113.62489958204127,1970-01-01 00:00:01.655363602,1970-02-05 00:00:01.655363602,Apparel
380,21.57282353987256,M,Houston,0,41.95263989045713,1970-01-01 00:00:01.647872761,1970-12-10 00:00:01.647872761,Apparel
381,39.980980237656716,M,Los Angeles,2,81.7928201810822,1970-01-01 00:00:01.675779527,1970-12-04 00:00:01.675779527,Apparel
382,28.75629478139804,F,New York,2,73.45058152663404,1970-01-01 00:00:01.685420016,1970-05-20 00:00:01.685420016,Apparel
383,31.019914754276343,F,Los Angeles,2,50.24111004378149,1970-01-01 00:00:01.659463379,1970-08-08 00:00:01.659463379,Apparel
384,25.078232571507208,M,Phoenix,2,51.647855583463134,1970-01-01 00:00:01.648667487,1970-03-12 00:00:01.648667487,Apparel
385,33.44312308381682,M,Houston,5,33.3193029566792,1970-01-01 00:00:01.685847197,1970-07-11 00:00:01.685847197,Apparel
386,30.801927057807166,F,Phoenix,1,13.751405290900687,1970-01-01 00:00:01.655504064,1970-07-03 00:00:01.655504064,Apparel
387,28.335348941499706,F,Los Angeles,1,35.85550209730906,1970-01-01 00:00:01.699778176,1970-04-18 00:00:01.699778176,Apparel
388,25.523085549907222,F,Chicago,2,48.19057768692347,1970-01-01 00:00:01.707291000,1970-07-21 00:00:01.707291000,Homeware
389,26.643512360861543,F,Phoenix,0,58.03669706840517,1970-01-01 00:00:01.687538757,1970-07-06 00:00:01.687538757,Homeware
390,29.46030376139813,F,Houston,2,53.42672469826504,1970-01-01 00:00:01.673427401,1970-08-17 00:00:01.673427401,Apparel
391,28.465329594785736,M,Los Angeles,3,118.06630853617762,1970-01-01 00:00:01.701284153,1970-06-11 00:00:01.701284153,Apparel
392,25.247350217157635,F,Houston,2,30.077205360097384,1970-01-01 00:00:01.706424623,1970-01-06 00:00:01.706424623,Apparel
393,31.05894040877642,F,Los Angeles,5,87.82852793848211,1970-01-01 00:00:01.687615033,1970-06-26 00:00:01.687615033,Homeware
394,28.31812985864497,M,Chicago,1,46.73609027637932,1970-01-01 00:00:01.685356305,1970-04-21 00:00:01.685356305,Accessories
395,28.555826310031776,M,Phoenix,1,80.47573355187548,1970-01-01 00:00:01.673619354,1970-10-05 00:00:01.673619354,Homeware
396,31.57217986454954,M,Chicago,1,50.42694428866421,1970-01-01 00:00:01.686445015,1970-01-27 00:00:01.686445015,Accessories
397,31.93218037191417,M,Chicago,2,80.53629598703752,1970-01-01 00:00:01.688626991,1970-12-28 00:00:01.688626991,Accessories
398,30.084580116909798,F,New York,2,26.432188319861353,1970-01-01 00:00:01.664593440,1970-10-15 00:00:01.664593440,Apparel
399,30.702465908453377,F,Phoenix,3,28.400075762515392,1970-01-01 00:00:01.667729618,1970-03-03 00:00:01.667729618,Apparel
400,24.139545233717236,M,New York,4,67.34803227579856,1970-01-01 00:00:01.705474724,1970-10-16 00:00:01.705474724,Accessories
401,14.684166588662746,F,Phoenix,1,142.7987239203545,1970-01-01 00:00:01.665857258,1970-02-19 00:00:01.665857258,Apparel
402,31.288970074695758,M,Los Angeles,3,21.105689496515133,1970-01-01 00:00:01.680160878,1970-07-05 00:00:01.680160878,Apparel
403,33.226480979530095,M,New York,3,70.32281382601553,1970-01-01 00:00:01.656794292,1970-03-05 00:00:01.656794292,Homeware
404,33.45966739251737,M,Phoenix,2,68.55443273116195,1970-01-01 00:00:01.674005661,1970-09-23 00:00:01.674005661,Homeware
405,32.09436336249354,F,New York,0,84.0712958695703,1970-01-01 00:00:01.660546563,1970-08-20 00:00:01.660546563,Apparel
406,31.86278401673596,F,Los Angeles,2,26.24805081047511,1970-01-01 00:00:01.660751618,1970-01-01 00:00:01.660751618,Apparel
407,24.939396278098172,M,Phoenix,2,25.206601838914676,1970-01-01 00:00:01.686195608,1970-02-07 00:00:01.686195608,Homeware
408,35.87075649956078,M,Houston,2,92.66597718487297,1970-01-01 00:00:01.687200323,1970-05-27 00:00:01.687200323,Homeware
409,25.71267598997283,F,Los Angeles,1,84.42924969824624,1970-01-01 00:00:01.702266894,1970-08-04 00:00:01.702266894,Apparel
410,26.540917750025578,M,Los Angeles,3,44.4524692194233,1970-01-01 00:00:01.705913122,1970-09-19 00:00:01.705913122,Apparel
411,27.94866619055819,F,Los Angeles,1,88.9452280834751,1970-01-01 00:00:01.702898149,1970-11-03 00:00:01.702898149,Accessories
412,26.972861780716745,F,New York,1,42.58606105468439,1970-01-01 00:00:01.661419511,1970-03-15 00:00:01.661419511,Apparel
413,33.76713454598277,M,New York,0,90.68589498441537,1970-01-01 00:00:01.647422265,1970-04-02 00:00:01.647422265,Apparel
414,33.364047445944074,F,Chicago,1,103.2149058841206,1970-01-01 00:00:01.653061657,1970-06-19 00:00:01.653061657,Homeware
415,30.984391583461466,F,New York,2,13.577143057029325,1970-01-01 00:00:01.688343505,1970-06-29 00:00:01.688343505,Apparel
416,31.809830080225357,M,Los Angeles,3,59.20176776829771,1970-01-01 00:00:01.687477329,1970-03-09 00:00:01.687477329,Apparel
417,30.73268312218266,F,New York,2,75.39432678847034,1970-01-01 00:00:01.689065762,1970-09-30 00:00:01.689065762,Accessories
418,28.69593478781854,M,Phoenix,1,55.7941549014811,1970-01-01 00:00:01.670511029,1970-01-02 00:00:01.670511029,Homeware
419,31.183657985108663,M,Houston,3,54.8498218158779,1970-01-01 00:00:01.684607357,1970-04-21 00:00:01.684607357,Accessories
420,23.931519797238785,M,New York,0,21.363585641783033,1970-01-01 00:00:01.669755163,1970-06-16 00:00:01.669755163,Apparel
421,22.586038462475912,F,Chicago,3,143.96266918009334,1970-01-01 00:00:01.678887001,1970-09-13 00:00:01.678887001,Homeware
422,37.15655135327227,M,Phoenix,3,59.38302861721832,1970-01-01 00:00:01.650534769,1970-01-22 00:00:01.650534769,Homeware
